"","gene","fc_PCR_vs_RD","pval","mean_PCR","mean_RD","mean_diff"
"178","MSH6",1.00022105408469,0.999479215781397,-0.0852423684210526,-0.0852235294117647,-1.88390092879243e-05
"179","SNRPG",1.10226485232794,0.688569114986853,0.124948421052632,0.113356078431373,0.011592342621259
"180","MARCH7",0.531683815689541,0.19495019363896,-0.0403560526315789,-0.0759023529411765,0.0355463003095975
"181","MRPL53",1.26564543981706,0.636684948638696,-0.0474768421052632,-0.0375119607843137,-0.00996488132094944
"182","MRPL19",0.587999831913253,0.427603025873964,-0.0311913157894737,-0.0530464705882353,0.0218551547987616
"183","DPP10",-1.88646708122316,0.859145180653671,-0.00151842105263158,0.000804901960784313,-0.00232332301341589
"184","LHCGR",-1.81790054046211,0.600346135313764,0.00258605263157895,-0.00142254901960784,0.00400860165118679
"185","BANK1",0.914742849560466,0.799545716917276,-0.205318157894737,-0.224454509803922,0.0191363519091847
"186","NUP35",1.23806016393374,0.778726996429746,0.0549276315789474,0.0443658823529412,0.0105617492260062
"187","SCN7A",-0.753220977121493,0.783623790004838,0.00592947368421053,-0.0078721568627451,0.0138016305469556
"188","CHST10",1.0157739641619,0.88703306663132,-0.209660526315789,-0.206404705882353,-0.00325582043343656
"189","NGEF",0.854592463365609,0.707925461425696,0.120923157894737,0.141498039215686,-0.0205748813209494
"190","SLC40A1",4.25639859058383,0.223617478127885,-0.105091315789474,-0.0246901960784314,-0.0804011197110423
"191","CCT7",0.901396287830243,0.634972548966528,-0.105043421052632,-0.116534117647059,0.0114906965944273
"192","PLEKHA3",1.0228117832916,0.977078954965683,-0.0357326315789474,-0.0349356862745098,-0.000796945304437566
"193","CCT4",0.633065878737386,0.504339859859682,-0.0368876315789474,-0.0582682352941176,0.0213806037151703
"194","ASTL",1.28486284456981,0.785118258010005,0.0139992105263158,0.0108954901960784,0.00310372033023736
"195","INSIG2",4.42355600441371,0.10559684376023,0.101071315789474,0.022848431372549,0.0782228844169247
"196","FBLN7",1.2257419414968,0.661958810528467,-0.0570042105263158,-0.0465058823529412,-0.0104983281733746
"197","MSH2",0.847379977400504,0.807852248384051,-0.0466894736842105,-0.0550986274509804,0.00840915376676987
"198","CTLA4",3.94379702383565,0.123916526312047,0.0463589473684211,0.0117549019607843,0.0346040454076367
"199","C2orf18",1.70257138849732,0.362648462967623,0.0348252631578947,0.0204545098039216,0.0143707533539732
