"","gene","fc_PCR_vs_RD","pval","mean_PCR","mean_RD","mean_diff"
"13492","HOMER1",0.429595360595171,0.0153124128838973,0.0843636842105263,0.196379411764706,-0.11201572755418
"13493","ZNF800",3.48309589198198,0.0101244669728189,-0.147311052631579,-0.042293137254902,-0.105017915376677
"13495","KIAA1407",-0.787940448655626,0.000194084534475399,-0.0581526315789474,0.0738033333333333,-0.131955964912281
"13588","CAP2",-0.207414871366186,0.0111927697267232,-0.02345,0.113058431372549,-0.136508431372549
"13641","FAM169A",2.89749262998639,0.00481036752831614,-0.253100526315789,-0.087351568627451,-0.165748957688339
"13666","ERBB4",2.15063549959841,0.0308551585594835,-0.260468947368421,-0.121112549019608,-0.139356398348813
"13811","AGR3",1.6018600803434,0.0309621630514186,-0.805889210526316,-0.503095882352941,-0.302793328173375
"13821","XAF1",0.581056503384158,0.0169833218974208,0.181296578947368,0.312011960784314,-0.130715381836945
"13834","XAF1.1",0.537934127137658,0.0223963343171023,0.155481315789474,0.289034117647059,-0.133552801857585
"13956","MYBL1",1.57995902810117,0.00479814408499767,-0.448338157894737,-0.28376568627451,-0.164572471620227
"13959","USP32.1",4.07105337324977,0.0142346625100268,-0.144448157894737,-0.0354817647058824,-0.108966393188854
"14074","VLDLR",-2.12799656841976,0.0324750302007562,0.0814797368421053,-0.0382894117647059,0.119769148606811
"14079","CARD10",-29.3389822399651,0.00470946183358092,-0.113915789473684,0.00388274509803922,-0.117798534571723
"14136","PABPC1L.1",-0.469477779303606,0.00501159992354567,-0.0432547368421053,0.0921337254901961,-0.135388462332301
"14150","LMLN.1",-0.0523436613075961,6.60749160477118e-05,-0.00691368421052632,0.132082549019608,-0.138996233230134
"14155","FABP6",-7.85640032401445,0.0136690463254128,0.195177631578947,-0.024843137254902,0.220020768833849
"14343","SYTL1",1.75107434869168,0.0102689348024231,-0.266581842105263,-0.152239019607843,-0.11434282249742
"14445","FOLH1",0.285941038396189,0.0466123912844486,-0.0491034210526316,-0.17172568627451,0.122622265221878
"14474","OAS3",0.427152258276532,0.0432765712669417,0.0764063157894737,0.178873725490196,-0.102467409700722
"14478","MED13L",1.86723266601771,0.0199831061163686,-0.237209210526316,-0.127037843137255,-0.110171367389061
"14529","EFS",0.040838820414332,0.00176423757767435,-0.00518289473684211,-0.126910980392157,0.121728085655315
"14668","HTR7",1.29225233532236,0.010658151670522,-0.503193684210526,-0.389392745098039,-0.113800939112487
"14680","TNFRSF8",6.60340123029541,0.0286590391655899,0.133114210526316,0.020158431372549,0.112955779153767
"14683","CBFA2T3",5.58238084624367,0.01077891843408,-0.173174210526316,-0.031021568627451,-0.142152641898865
"14723","UGT2B17",-1.11800905239947,0.0324228734935832,-0.101403421052632,0.0907,-0.192103421052632
"14725","SLC39A6",1.31250376906953,0.0147434042515403,-0.776914473684211,-0.591933137254902,-0.184981336429309
"14749","CHRD",1.60211796564931,0.0106978704781977,-0.352346578947368,-0.219925490196078,-0.13242108875129
"14756","ZNF671",-0.0899253889975342,0.0430966301382991,-0.008295,0.092243137254902,-0.100538137254902
"14778","IL6ST",1.63981119101419,0.0190285503686505,-0.303667631578947,-0.185184509803922,-0.118483121775026
"14877","RAMP1",1.26526460975184,0.0276778767746091,-0.579008157894737,-0.457618235294118,-0.121389922600619
"15005","NUDT8",-0.0682445305943953,0.0095836766864077,0.0119173684210526,-0.174627450980392,0.186544819401445
"15039","VWCE",1.55463311219145,0.0342389917448887,0.317557894736842,0.204265490196078,0.113292404540764
"15074","PPP1R1A",1.52935525762014,0.0305890936923311,0.495194736842105,0.323793137254902,0.171401599587203
"15195","TEX14",1.62365395447467,0.0155021459206734,-0.490035,-0.30181,-0.188225
"15218","CCL18",0.0199450253546489,0.00576831204746912,-0.00386631578947368,-0.19384862745098,0.189982311661507
"15254","ZSCAN18",2.18791342727339,0.016835584390318,-0.192515789473684,-0.0879905882352941,-0.10452520123839
"15366","C20orf54",-2.52925533780474,0.0239109896218316,-0.0893055263157895,0.0353090196078431,-0.124614545923633
"15369","CHGB.1",0.840373611171574,0.044575048690805,-0.731528421052632,-0.87048,0.138951578947368
"15434","C3orf52",-10.8553730567878,0.0244514942096734,-0.142965263157895,0.01317,-0.156135263157895
"15453","ODAM",0.714482493376106,0.0331250876584397,-0.278349210526316,-0.389581568627451,0.111232358101135
"15455","S100P",-0.280612060665244,0.00142714111971461,-0.0740221052631579,0.263788039215686,-0.337810144478844
"15539","TPBG",-18.33281459315,0.0140779674861877,-0.113548421052632,0.00619372549019608,-0.119742146542828
"15711","CD163L1",-5.42471559134631,0.000411820946867268,0.126134210526316,-0.0232517647058824,0.149385975232198
"15806","SCCPDH",-8.00689839417147,0.000100768710798257,-0.259346578947368,0.0323903921568627,-0.291736971104231
"15844","HSD11B1",-38.4271059003441,0.00998248895255596,0.149368421052632,-0.00388705882352941,0.153255479876161
"15966","LACRT",0.64726160346898,0.0496368498864385,-0.237652631578947,-0.367166274509804,0.129513642930857
"16060","ITPKA",1.97099188785901,0.00440087313879915,-0.278450526315789,-0.14127431372549,-0.137176212590299
"16068","PRRT2",1.48269367356841,0.0350892471617564,-0.385130263157895,-0.259750392156863,-0.125379871001032
"16150","MOCOS",4.23236313254707,0.0327818919105808,-0.197472105263158,-0.0466576470588235,-0.150814458204334
"16191","LPPR3",1.27637804687944,0.0422374013742744,-0.591405263157895,-0.463346470588235,-0.128058792569659
"16279","TFF1",2.35301696385611,0.0164623302126123,-0.447752368421053,-0.19028862745098,-0.257463740970072
